"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.choice"	"Answer.familiarization_cond"	"Answer.word_condition"	"Answer.target_frequency"	"Answer.about"	"Answer.manip_check_target"	"Answer.comment"	"Answer.manip_check_dist"	"Answer.item"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.choice_correct"
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"273AT2D5NQYNO89QWO75ZYMRWD948O"	"A2YTOX7SEDJ1TC"	"Submitted"	"Tue Apr 23 01:55:29 PDT 2013"	"Mon Apr 22 09:14:36 PDT 2013"	"Mon Apr 22 09:15:29 PDT 2013"	""	""	""	""	""	"""scarf"""	"""logical"""	"0"	"""listener"""	"0.125"	"""bob's snowmen"""	"""2"""	"""no"""	"""2"""	"""snowman"""	"""left"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2IA9NZW6HEZ677AQSCK8C9GY6JCOYW"	"A2XS49LRNX8PD4"	"Submitted"	"Tue Apr 23 01:55:49 PDT 2013"	"Mon Apr 22 09:14:59 PDT 2013"	"Mon Apr 22 09:15:49 PDT 2013"	""	""	""	""	""	"""hat"""	"""logical"""	"0"	"""listener"""	"0.125"	"""memory"""	"""2"""	"""no"""	"""2"""	"""friend"""	"""middle"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2GJLPHIT3HVWTOQI27EJW21BMGKBJL"	"A3AK2BC4M1I4EI"	"Submitted"	"Tue Apr 23 01:56:06 PDT 2013"	"Mon Apr 22 09:14:27 PDT 2013"	"Mon Apr 22 09:16:06 PDT 2013"	""	""	""	""	""	"""scarf"""	"""logical"""	"0"	"""listener"""	"0.125"	"""I'm not sure..."""	"""2"""	""""""	"""2"""	"""snowman"""	"""right"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2M4F0CP5KXPT1GOIT374VM7RINHXYA"	"A3ACR8IG31Q7K6"	"Submitted"	"Tue Apr 23 01:57:55 PDT 2013"	"Mon Apr 22 09:16:45 PDT 2013"	"Mon Apr 22 09:17:55 PDT 2013"	""	""	""	""	""	"""chocolate"""	"""target"""	"1"	"""listener"""	"0.375"	"""To see if people infer based on statistics what a favorite sundae of Bob's is?"""	"""2"""	"""No :)"""	"""2"""	"""sundae"""	"""left"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2FPH0JPPSI2KH7VLOUY5QLMAG0FOIR"	"AISPSIJ54U4SC"	"Submitted"	"Tue Apr 23 01:58:01 PDT 2013"	"Mon Apr 22 09:17:09 PDT 2013"	"Mon Apr 22 09:18:01 PDT 2013"	""	""	""	""	""	"""cherry"""	"""target"""	"1"	"""listener"""	"0.375"	"""what kind of sundaes he liked"""	"""2"""	""""""	"""2"""	"""sundae"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"24S0OQKKA4IIB1Y2Q7X86EW4WHJZZ0"	"A3HB9PPUZU565U"	"Submitted"	"Tue Apr 23 01:58:05 PDT 2013"	"Mon Apr 22 09:16:44 PDT 2013"	"Mon Apr 22 09:18:05 PDT 2013"	""	""	""	""	""	"""peppers"""	"""logical"""	"1"	"""listener"""	"0.375"	"""Bob's favorite pizza"""	"""2"""	"""nope!"""	"""2"""	"""pizza"""	"""left"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2LYBFMFFOYYICUZJBI7EYC0VHD1MZ6"	"ACNM6EM54CKRT"	"Submitted"	"Tue Apr 23 01:58:05 PDT 2013"	"Mon Apr 22 09:17:01 PDT 2013"	"Mon Apr 22 09:18:05 PDT 2013"	""	""	""	""	""	"""hat"""	"""logical"""	"1"	"""listener"""	"0.375"	"""Him visiting friends"""	"""2"""	""""""	"""2"""	"""friend"""	"""right"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2XIY2RCJK63ZE79HN5BUOAQD32GV65"	"A2QZV6QX8WXJUN"	"Submitted"	"Tue Apr 23 01:58:40 PDT 2013"	"Mon Apr 22 09:17:45 PDT 2013"	"Mon Apr 22 09:18:40 PDT 2013"	""	""	""	""	""	"""peppers"""	"""logical"""	"1"	"""listener"""	"0.375"	"""I have no clue"""	"""2"""	""""""	"""2"""	"""pizza"""	"""middle"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"273AT2D5NQYNO89QWO75ZYMRWDA84T"	"A1YGSYTOGXCQY7"	"Submitted"	"Tue Apr 23 01:58:55 PDT 2013"	"Mon Apr 22 09:16:03 PDT 2013"	"Mon Apr 22 09:18:55 PDT 2013"	""	""	""	""	""	"""ornaments"""	"""target"""	"2"	"""listener"""	"0.625"	"""To see what people think one is saying when there are multiple answers."""	"""2"""	"""Thanks!"""	"""2"""	"""Christmas tree"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2KSRYNJ92NJK5TBBIOKUNYW60A1B6G"	"ABELQWH5WJSX5"	"Submitted"	"Tue Apr 23 01:59:01 PDT 2013"	"Mon Apr 22 09:17:29 PDT 2013"	"Mon Apr 22 09:19:01 PDT 2013"	""	""	""	""	""	"""olives"""	"""target"""	"1"	"""listener"""	"0.375"	"""What pizzas he orders every Wednesday"""	"""2"""	"""N/A"""	"""3"""	"""pizza"""	"""middle"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2ME6IAA2SEIUDN60KVBKG4IMCP3NNQ"	"A2S5B9FEIJIGGB"	"Submitted"	"Tue Apr 23 01:59:02 PDT 2013"	"Mon Apr 22 09:17:52 PDT 2013"	"Mon Apr 22 09:19:02 PDT 2013"	""	""	""	""	""	"""cherry"""	"""target"""	"1"	"""listener"""	"0.375"	"""Seeing what choices make when there are more than one correct answer"""	"""2"""	"""no"""	"""2"""	"""sundae"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2C8TP9RA7S5W5UC9UXFFD0JQ12LSXR"	"A3O81LHBBI8NPK"	"Submitted"	"Tue Apr 23 01:59:06 PDT 2013"	"Mon Apr 22 09:17:12 PDT 2013"	"Mon Apr 22 09:19:06 PDT 2013"	""	""	""	""	""	"""ornaments"""	"""target"""	"1"	"""listener"""	"0.375"	"""I have no idea!"""	"""2"""	"""THANKS!"""	"""2"""	"""Christmas tree"""	"""left"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2UUJE1M7PKK94K26K41C64L3H6WYRF"	"A33B6YFHZCMDUC"	"Submitted"	"Tue Apr 23 01:59:23 PDT 2013"	"Mon Apr 22 09:17:57 PDT 2013"	"Mon Apr 22 09:19:23 PDT 2013"	""	""	""	""	""	"""waterbottle"""	"""target"""	"2"	"""listener"""	"0.625"	"""to see if I can make an assumption with limited info"""	"""2"""	""""""	"""2"""	"""bike"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2BDY58B727M019LKDIS64FSZZL6VAV"	"A305X6KMRX5K8H"	"Submitted"	"Tue Apr 23 01:59:29 PDT 2013"	"Mon Apr 22 09:18:30 PDT 2013"	"Mon Apr 22 09:19:29 PDT 2013"	""	""	""	""	""	"""mustache"""	"""target"""	"2"	"""listener"""	"0.625"	"""who he likes the best"""	"""2"""	"""easy hit"""	"""2"""	"""friend"""	"""middle"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2GKK9RJ85OZII7NM6FGMUOQ9YD0V74"	"A231ZXYHPSNUJQ"	"Submitted"	"Tue Apr 23 01:59:33 PDT 2013"	"Mon Apr 22 09:17:54 PDT 2013"	"Mon Apr 22 09:19:33 PDT 2013"	""	""	""	""	""	"""chocolate"""	"""target"""	"2"	"""listener"""	"0.625"	"""How people understand information"""	"""2"""	""""""	"""2"""	"""sundae"""	"""left"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2BUA1QP6AUC2P6M63ISX9V0J4HN70O"	"A3G9MSZVWB7W42"	"Submitted"	"Tue Apr 23 01:59:36 PDT 2013"	"Mon Apr 22 09:17:41 PDT 2013"	"Mon Apr 22 09:19:36 PDT 2013"	""	""	""	""	""	"""ornaments"""	"""logical"""	"1"	"""listener"""	"0.375"	"""To determine how we perceive language with the use of images. """	"""2"""	"""Thanks, fun hit. Different from many surveys."""	"""2"""	"""Christmas tree"""	"""right"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2QKNTL0XULRG6MHJZRDD35FTR4HO2F"	"A3UH6OT7941A8A"	"Submitted"	"Tue Apr 23 01:59:50 PDT 2013"	"Mon Apr 22 09:18:06 PDT 2013"	"Mon Apr 22 09:19:50 PDT 2013"	""	""	""	""	""	"""hat"""	"""target"""	"2"	"""listener"""	"0.625"	"""not sure"""	"""2"""	""""""	"""2"""	"""snowman"""	"""middle"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2YGGQSCM6IAALLKIQZL06OQO4RFIIP"	"A3TLZGYCD4QSZ2"	"Submitted"	"Tue Apr 23 01:59:50 PDT 2013"	"Mon Apr 22 09:18:33 PDT 2013"	"Mon Apr 22 09:19:50 PDT 2013"	""	""	""	""	""	"""hat"""	"""target"""	"2"	"""listener"""	"0.625"	"""Finding out who bobs best friend was...actually...I have no idea."""	"""2"""	""""""	"""2"""	"""friend"""	"""left"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2OKCWY2AOO2G5FKGKT7QYCMA2RM33B"	"A166A2M31CW2C7"	"Submitted"	"Tue Apr 23 01:59:53 PDT 2013"	"Mon Apr 22 09:17:47 PDT 2013"	"Mon Apr 22 09:19:53 PDT 2013"	""	""	""	""	""	"""olives"""	"""foil"""	"1"	"""listener"""	"0.375"	"""pizza"""	"""2"""	""""""	"""2"""	"""pizza"""	"""left"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2RJRLFQ0ONNVAA7KDT0EMRBBQ47JSV"	"A3QSJY1FFN0N6V"	"Submitted"	"Tue Apr 23 02:00:23 PDT 2013"	"Mon Apr 22 09:19:00 PDT 2013"	"Mon Apr 22 09:20:23 PDT 2013"	""	""	""	""	""	"""scarf"""	"""target"""	"3"	"""listener"""	"0.875"	"""A person who made snowmen every winter"""	"""2"""	"""no"""	"""2"""	"""snowman"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"220SV7WGKCCV4E9C68UMNAPUOTM2SS"	"A2KM9E7KW6EZX6"	"Submitted"	"Tue Apr 23 02:00:24 PDT 2013"	"Mon Apr 22 09:19:13 PDT 2013"	"Mon Apr 22 09:20:24 PDT 2013"	""	""	""	""	""	"""mittens"""	"""target"""	"3"	"""listener"""	"0.875"	"""Bob's snowman preference over time"""	"""2"""	"""None"""	"""2"""	"""snowman"""	"""right"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2BIP6AUC26DGP0J1T8M0LK0G81E3A7"	"A14WOOII6N5ADC"	"Submitted"	"Tue Apr 23 02:00:25 PDT 2013"	"Mon Apr 22 09:18:08 PDT 2013"	"Mon Apr 22 09:20:25 PDT 2013"	""	""	""	""	""	"""mittens"""	"""logical"""	"2"	"""listener"""	"0.625"	"""Interrupting what people mean when they say sometihng"""	"""2"""	"""Thank-you"""	"""2"""	"""snowman"""	"""right"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2QB2D21O3W5X0TPPLX92QYET5919F7"	"AWSMZI0NXR4OW"	"Submitted"	"Tue Apr 23 02:00:28 PDT 2013"	"Mon Apr 22 09:19:05 PDT 2013"	"Mon Apr 22 09:20:28 PDT 2013"	""	""	""	""	""	"""hat"""	"""target"""	"3"	"""listener"""	"0.875"	"""Snowman"""	"""2"""	""""""	"""2"""	"""snowman"""	"""middle"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"280E4BLYHVI4NHY2GQL8JNE3CSMU0F"	"A22XK2FSFIAAFG"	"Submitted"	"Tue Apr 23 02:00:39 PDT 2013"	"Mon Apr 22 09:20:05 PDT 2013"	"Mon Apr 22 09:20:39 PDT 2013"	""	""	""	""	""	"""hat"""	"""target"""	"3"	"""listener"""	"0.875"	"""Not sure."""	"""2"""	"""No comments, thanks!"""	"""2"""	"""friend"""	"""middle"""	"""TRUE"""	"""TRUE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2WU5L8I9NZW60756KJVQ27TCQQSUKL"	"A54WGOYMSLN4N"	"Submitted"	"Tue Apr 23 02:00:59 PDT 2013"	"Mon Apr 22 09:18:55 PDT 2013"	"Mon Apr 22 09:20:59 PDT 2013"	""	""	""	""	""	"""chocolate"""	"""logical"""	"3"	"""listener"""	"0.875"	"""How much joe loves ice cream"""	"""2"""	""""""	"""1"""	"""sundae"""	"""right"""	"""TRUE"""	"""FALSE"""
"28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2L2F9SSSHX112HTSPA85L8J4O1VVZR"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.25"	"Mon Apr 22 09:12:56 PDT 2013"	"600"	"398"	"5"	"0"	"Assignable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Apr 29 09:12:56 PDT 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=28UJK63ZVE3HATQUEFH9PL5TDLZAZ1"	"2VW2J1LY58B7L0S0EL6KND1AIW46RO"	"AL3UGBNTPA0I7"	"Submitted"	"Tue Apr 23 02:01:11 PDT 2013"	"Mon Apr 22 09:19:09 PDT 2013"	"Mon Apr 22 09:21:11 PDT 2013"	""	""	""	""	""	"""mushrooms"""	"""target"""	"3"	"""listener"""	"0.875"	"""about bob who likes to eat pizza's every wednesday and which is his favorite."""	"""2"""	"""thank you"""	"""2"""	"""pizza"""	"""left"""	"""TRUE"""	"""TRUE"""
